Genes,Strains,Type,Dataset,Method
1482,546,core,MA,UCLUST
1487,546,core,MA,UCLUST
1485,546,core,MA,UCLUST
1482,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
1486,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
1486,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
1485,546,core,MA,UCLUST
1486,546,core,MA,UCLUST
1484,546,core,MA,UCLUST
1488,546,core,MA,UCLUST
1487,546,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1483,615,core,MA,UCLUST
1995,1,pan,MA,UCLUST
1894,1,pan,MA,UCLUST
2033,1,pan,MA,UCLUST
1920,1,pan,MA,UCLUST
1969,1,pan,MA,UCLUST
2071,1,pan,MA,UCLUST
1972,1,pan,MA,UCLUST
2119,1,pan,MA,UCLUST
1923,1,pan,MA,UCLUST
2023,1,pan,MA,UCLUST
1938,1,pan,MA,UCLUST
2012,1,pan,MA,UCLUST
1958,1,pan,MA,UCLUST
1962,1,pan,MA,UCLUST
1978,1,pan,MA,UCLUST
1959,1,pan,MA,UCLUST
1958,1,pan,MA,UCLUST
1971,1,pan,MA,UCLUST
1917,1,pan,MA,UCLUST
2031,1,pan,MA,UCLUST
1964,1,pan,MA,UCLUST
2013,1,pan,MA,UCLUST
2047,1,pan,MA,UCLUST
1940,1,pan,MA,UCLUST
2095,1,pan,MA,UCLUST
2033,1,pan,MA,UCLUST
1918,1,pan,MA,UCLUST
1984,1,pan,MA,UCLUST
2053,1,pan,MA,UCLUST
1962,1,pan,MA,UCLUST
4632,69,pan,MA,UCLUST
4529,69,pan,MA,UCLUST
4701,69,pan,MA,UCLUST
4675,69,pan,MA,UCLUST
4529,69,pan,MA,UCLUST
4589,69,pan,MA,UCLUST
4764,69,pan,MA,UCLUST
4275,69,pan,MA,UCLUST
4724,69,pan,MA,UCLUST
4635,69,pan,MA,UCLUST
4601,69,pan,MA,UCLUST
4594,69,pan,MA,UCLUST
4716,69,pan,MA,UCLUST
4483,69,pan,MA,UCLUST
4642,69,pan,MA,UCLUST
4479,69,pan,MA,UCLUST
4694,69,pan,MA,UCLUST
4510,69,pan,MA,UCLUST
4512,69,pan,MA,UCLUST
4474,69,pan,MA,UCLUST
4700,69,pan,MA,UCLUST
4535,69,pan,MA,UCLUST
4726,69,pan,MA,UCLUST
4754,69,pan,MA,UCLUST
4727,69,pan,MA,UCLUST
4729,69,pan,MA,UCLUST
4545,69,pan,MA,UCLUST
4567,69,pan,MA,UCLUST
4284,69,pan,MA,UCLUST
4597,69,pan,MA,UCLUST
5305,137,pan,MA,UCLUST
5042,137,pan,MA,UCLUST
5206,137,pan,MA,UCLUST
5162,137,pan,MA,UCLUST
5270,137,pan,MA,UCLUST
5172,137,pan,MA,UCLUST
5285,137,pan,MA,UCLUST
5250,137,pan,MA,UCLUST
5269,137,pan,MA,UCLUST
5126,137,pan,MA,UCLUST
5151,137,pan,MA,UCLUST
5194,137,pan,MA,UCLUST
5320,137,pan,MA,UCLUST
5215,137,pan,MA,UCLUST
5010,137,pan,MA,UCLUST
5269,137,pan,MA,UCLUST
5278,137,pan,MA,UCLUST
5303,137,pan,MA,UCLUST
5264,137,pan,MA,UCLUST
5083,137,pan,MA,UCLUST
5278,137,pan,MA,UCLUST
5188,137,pan,MA,UCLUST
5392,137,pan,MA,UCLUST
5234,137,pan,MA,UCLUST
5242,137,pan,MA,UCLUST
5425,137,pan,MA,UCLUST
5413,137,pan,MA,UCLUST
5231,137,pan,MA,UCLUST
5285,137,pan,MA,UCLUST
5256,137,pan,MA,UCLUST
5692,205,pan,MA,UCLUST
5668,205,pan,MA,UCLUST
5476,205,pan,MA,UCLUST
5594,205,pan,MA,UCLUST
5558,205,pan,MA,UCLUST
5572,205,pan,MA,UCLUST
5672,205,pan,MA,UCLUST
5633,205,pan,MA,UCLUST
5697,205,pan,MA,UCLUST
5610,205,pan,MA,UCLUST
5735,205,pan,MA,UCLUST
5473,205,pan,MA,UCLUST
5550,205,pan,MA,UCLUST
5612,205,pan,MA,UCLUST
5747,205,pan,MA,UCLUST
5645,205,pan,MA,UCLUST
5525,205,pan,MA,UCLUST
5710,205,pan,MA,UCLUST
5621,205,pan,MA,UCLUST
5649,205,pan,MA,UCLUST
5589,205,pan,MA,UCLUST
5694,205,pan,MA,UCLUST
5622,205,pan,MA,UCLUST
5577,205,pan,MA,UCLUST
5517,205,pan,MA,UCLUST
5451,205,pan,MA,UCLUST
5523,205,pan,MA,UCLUST
5535,205,pan,MA,UCLUST
5644,205,pan,MA,UCLUST
5683,205,pan,MA,UCLUST
5907,273,pan,MA,UCLUST
5916,273,pan,MA,UCLUST
5938,273,pan,MA,UCLUST
5934,273,pan,MA,UCLUST
6005,273,pan,MA,UCLUST
5888,273,pan,MA,UCLUST
6015,273,pan,MA,UCLUST
6030,273,pan,MA,UCLUST
6020,273,pan,MA,UCLUST
5891,273,pan,MA,UCLUST
5798,273,pan,MA,UCLUST
5841,273,pan,MA,UCLUST
5875,273,pan,MA,UCLUST
5898,273,pan,MA,UCLUST
5909,273,pan,MA,UCLUST
5891,273,pan,MA,UCLUST
5801,273,pan,MA,UCLUST
5824,273,pan,MA,UCLUST
5824,273,pan,MA,UCLUST
5867,273,pan,MA,UCLUST
5865,273,pan,MA,UCLUST
5940,273,pan,MA,UCLUST
5957,273,pan,MA,UCLUST
5937,273,pan,MA,UCLUST
5815,273,pan,MA,UCLUST
5908,273,pan,MA,UCLUST
5927,273,pan,MA,UCLUST
5891,273,pan,MA,UCLUST
5986,273,pan,MA,UCLUST
5945,273,pan,MA,UCLUST
6132,342,pan,MA,UCLUST
5970,342,pan,MA,UCLUST
6128,342,pan,MA,UCLUST
6129,342,pan,MA,UCLUST
6174,342,pan,MA,UCLUST
6191,342,pan,MA,UCLUST
6152,342,pan,MA,UCLUST
6066,342,pan,MA,UCLUST
6100,342,pan,MA,UCLUST
6202,342,pan,MA,UCLUST
6097,342,pan,MA,UCLUST
6100,342,pan,MA,UCLUST
6129,342,pan,MA,UCLUST
6140,342,pan,MA,UCLUST
6180,342,pan,MA,UCLUST
6225,342,pan,MA,UCLUST
6148,342,pan,MA,UCLUST
6077,342,pan,MA,UCLUST
6186,342,pan,MA,UCLUST
6224,342,pan,MA,UCLUST
6161,342,pan,MA,UCLUST
6144,342,pan,MA,UCLUST
6154,342,pan,MA,UCLUST
6215,342,pan,MA,UCLUST
6164,342,pan,MA,UCLUST
6170,342,pan,MA,UCLUST
6217,342,pan,MA,UCLUST
6144,342,pan,MA,UCLUST
6221,342,pan,MA,UCLUST
6230,342,pan,MA,UCLUST
6324,410,pan,MA,UCLUST
6258,410,pan,MA,UCLUST
6380,410,pan,MA,UCLUST
6410,410,pan,MA,UCLUST
6398,410,pan,MA,UCLUST
6449,410,pan,MA,UCLUST
6422,410,pan,MA,UCLUST
6394,410,pan,MA,UCLUST
6322,410,pan,MA,UCLUST
6390,410,pan,MA,UCLUST
6395,410,pan,MA,UCLUST
6397,410,pan,MA,UCLUST
6221,410,pan,MA,UCLUST
6342,410,pan,MA,UCLUST
6320,410,pan,MA,UCLUST
6332,410,pan,MA,UCLUST
6360,410,pan,MA,UCLUST
6312,410,pan,MA,UCLUST
6254,410,pan,MA,UCLUST
6282,410,pan,MA,UCLUST
6368,410,pan,MA,UCLUST
6386,410,pan,MA,UCLUST
6309,410,pan,MA,UCLUST
6358,410,pan,MA,UCLUST
6327,410,pan,MA,UCLUST
6411,410,pan,MA,UCLUST
6308,410,pan,MA,UCLUST
6406,410,pan,MA,UCLUST
6407,410,pan,MA,UCLUST
6331,410,pan,MA,UCLUST
6521,478,pan,MA,UCLUST
6570,478,pan,MA,UCLUST
6515,478,pan,MA,UCLUST
6553,478,pan,MA,UCLUST
6499,478,pan,MA,UCLUST
6532,478,pan,MA,UCLUST
6515,478,pan,MA,UCLUST
6517,478,pan,MA,UCLUST
6469,478,pan,MA,UCLUST
6509,478,pan,MA,UCLUST
6627,478,pan,MA,UCLUST
6540,478,pan,MA,UCLUST
6535,478,pan,MA,UCLUST
6532,478,pan,MA,UCLUST
6538,478,pan,MA,UCLUST
6520,478,pan,MA,UCLUST
6464,478,pan,MA,UCLUST
6541,478,pan,MA,UCLUST
6536,478,pan,MA,UCLUST
6479,478,pan,MA,UCLUST
6554,478,pan,MA,UCLUST
6515,478,pan,MA,UCLUST
6489,478,pan,MA,UCLUST
6593,478,pan,MA,UCLUST
6554,478,pan,MA,UCLUST
6547,478,pan,MA,UCLUST
6440,478,pan,MA,UCLUST
6586,478,pan,MA,UCLUST
6526,478,pan,MA,UCLUST
6546,478,pan,MA,UCLUST
6695,546,pan,MA,UCLUST
6728,546,pan,MA,UCLUST
6673,546,pan,MA,UCLUST
6704,546,pan,MA,UCLUST
6756,546,pan,MA,UCLUST
6657,546,pan,MA,UCLUST
6745,546,pan,MA,UCLUST
6747,546,pan,MA,UCLUST
6700,546,pan,MA,UCLUST
6659,546,pan,MA,UCLUST
6710,546,pan,MA,UCLUST
6717,546,pan,MA,UCLUST
6694,546,pan,MA,UCLUST
6712,546,pan,MA,UCLUST
6684,546,pan,MA,UCLUST
6741,546,pan,MA,UCLUST
6690,546,pan,MA,UCLUST
6739,546,pan,MA,UCLUST
6742,546,pan,MA,UCLUST
6718,546,pan,MA,UCLUST
6686,546,pan,MA,UCLUST
6699,546,pan,MA,UCLUST
6691,546,pan,MA,UCLUST
6711,546,pan,MA,UCLUST
6725,546,pan,MA,UCLUST
6726,546,pan,MA,UCLUST
6721,546,pan,MA,UCLUST
6746,546,pan,MA,UCLUST
6744,546,pan,MA,UCLUST
6684,546,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
6853,615,pan,MA,UCLUST
